Title,Pic,Summary,SID,Product Name,Rating,Scale,Author,Date,URL,Verdict
iClever’s “Power Tower” Offers a Handy Perspective Shift for Surge Protectors,https://www.reviewgeek.com/p/uploads/2019/12/a9cb8288.jpg,"While I appreciate that power strips are important bits of your household, you’ve got to admit, there’s nothing particularly interesting or sexy about a big chunk of plastic you plug stuff into. iClever’s “Power Strip Tower” is only mildly interesting and not at all sexy (at least to me, I won’t judge your tastes), but the unconventional form factor is worth some examination.",29912,iClever’s “Power Tower” Offers a Handy Perspective Shift for Surge Protectors,7,10,Michael Crider,2019-12-13T09:00:07-05:00,https://www.reviewgeek.com/29912/iclevers-power-tower-offers-a-handy-perspective-shift-for-surge-protectors/,"At under thirty bucks, you wouldn’t expect many creature comforts, and indeed you don’t get many. There’s no Wi-Fi for smarthome integration, and the USB ports max out at 2.4 amps—that means no fast charging for phones or tablets, and most USB-C laptops will need the full wall plugs. I also wish it came with a 10-foot cord (it’s only 6.5). However, having dedicated switches for the front and back is a nice touch—I can see that being useful for someone trying to set up different “zones” of gadgets or appliances."
Nomad’s Google Pixel 4 Accessories Offer Premium Quality and Maximum Style,https://www.reviewgeek.com/p/uploads/2019/11/efc8b5d7.jpg,"Nomad has long been known for its high-quality iPhone accessories, but did you know the company also has accessories for Pixel devices? Yep—the Pixel 3 and 4 are both covered with case options, but the company also sells high-end wireless chargers and USB-C cables that work with Pixel.",28322,Nomad’s Google Pixel 4 Accessories Offer Premium Quality and Maximum Style,9,10,Cameron Summerson,2019-11-26T09:00:12-05:00,https://www.reviewgeek.com/28322/nomads-google-pixel-4-accessories-offer-premium-quality-and-maximum-style/,The one I have is about 
Logitech MX Keys + MX Master 3 Review: Desktop Nirvana,https://www.reviewgeek.com/p/uploads/2019/11/00520d1e.jpg,"Logitech has long made some of the best keyboards and mice in the biz, but I’m not sure any have ever been as impressive as the company’s new MX Keys and MX Master 3. It’s the best desktop combo I’ve ever used.",28145,Logitech MX Keys + MX Master 3 ,9,10,Cameron Summerson,2019-11-26T06:40:07-05:00,https://www.reviewgeek.com/28145/logitech-mx-keys-mx-master-3-review-desktop-nirvana/,"There’s one last piece of the MX puzzle, and that’s the MX Palm Rest. I’ve never been a big fan of palm rests for keyboards, but the one designed for the MX Keys has made me a believer."
"Meze 99 Classics Headphones: Great Looks, Great Sound",https://www.reviewgeek.com/p/uploads/2019/11/59a52441.jpg,"Not everyone wants or needs wireless Bluetooth headphones. If you’re still into the idea of wired headphones, these over-the-ear phones from Meze look terrific—and sound just as good as they look.",27873,"Meze 99 Classics Headphones: Great Looks, Great Sound",8,10,Ted Needleman,2019-11-22T09:00:20-05:00,https://www.reviewgeek.com/27873/meze-99-classics-headphones-great-looks-great-sound/,"Another bit of good design is the headband. There’s a separate metal headband that connects the earcups. This band provides the support needed for the headset to fit comfortably. The actual part of the headphones that touches the top of your head is made of leather and memory foam. I wore the phones on numerous occasions for four to six hours at a time without feeling the least discomfort. They will be great on my next long plane trip, though a bit bulkier than the phones I usually travel with."
The Razer Basilisk X Hyperspeed Mouse Hits a Lot of Sweet Spots,https://www.reviewgeek.com/p/uploads/2019/11/d5345997.jpg,"I’ve long been a fan of Razer’s wireless gaming mice, ever since the extravagant original Mamba. But I haven’t been a fan of their prices, which rarely get below triple digits. The Basilisk X Hyperspeed bucks that trend.",28919,The Razer Basilisk X Hyperspeed Mouse Hits a Lot of Sweet Spots,8,10,Michael Crider,2019-12-03T06:40:04-05:00,https://www.reviewgeek.com/28919/the-razer-basilisk-x-hyperspeed-mouse-hits-a-lot-of-sweet-spots/,"The Basilisk sensor goes up to 16,000, not the highest around, but far more than I even need in the twitchiest of shooters. Synapse allows you to customize the DPI steps, but only to a maximum of five, which more finicky gamers might find a bit limiting. Other options include calibration for different mouse pad surfaces and the auto-off timeout. There are no lighting options because there are no lights. It makes sense!"
"Bagotte’s BG600 Robo-Vac Is Competent, But Fails to Shine In Features or Value",https://www.reviewgeek.com/p/uploads/2019/10/e399cb47.jpg,"The idea of a robot that does your household chores for you having a “budget option” is kind of crazy. But here we are in 2019, and here I am, evaluating the Bagotte BG600 as just such a device.",26913,"Bagotte’s BG600 Robo-Vac Is Competent, But Fails to Shine In Features or Value",5,10,Michael Crider,2019-11-12T08:00:36-05:00,https://www.reviewgeek.com/26913/bagottes-b600-robo-vac-is-competent-but-fails-to-shine-in-features-or-value/,"The only other quibble I have is with the charging base. It’s so lightweight that the robot tends to push it around if it doesn’t mount perfectly, resulting in it spending a lot of time (and battery power) getting mounted. You might need to weight it down or tape it to the floor."
"Google Pixel 4 and 4 XL Full Review: One Step Forward, One Step Back",https://www.reviewgeek.com/p/uploads/2019/11/add8567a.jpg,"I’ve been using the Pixel 4 for a couple of weeks now, and there are a couple of certainties: it has the best camera I’ve ever seen on a smartphone, and it has the worst battery life I’ve seen in years. It’s also more than just those two things.",26568,Google Pixel 4 and 4 XL Full ,8,10,Cameron Summerson,2019-11-07T06:40:36-05:00,https://www.reviewgeek.com/26568/google-pixel-4-and-4-xl-full-review-one-step-forward-one-step-back/,"It seems like every year, there’s a launch issue with Pixel phones. This year, it’s the battery, which is a real shame. Because other than the average-at-best battery life, this is the best Pixel I’ve ever used. The camera is better than ever, the interface is great (gesture navigation, especially now that it works with third-party launchers like Nova, is a high point in the new interface), the body is sleek and ultra-sexy…it’s just a damn good phone."
The CanaKit Raspberry Pi 4: A $100 Office PC and More!,https://www.reviewgeek.com/p/uploads/2019/11/7b366b25.jpg,"Could you use another computer in your home or office? Even a low-end PC can easily run $300 or more without a monitor. If you have a spare screen, though, you can put together a very capable PC for around $100!",18583,The CanaKit Raspberry Pi 4: A $100 Office PC and More!,8,10,Ted Needleman,2019-11-13T08:00:57-05:00,https://www.reviewgeek.com/18583/the-canakit-raspberry-pi-4-a-100-office-pc-and-a-lot-more/,CanaKit offers a v
The Nest Hub Max: Best Smart Display for Your Kitchen or Living Room,https://www.reviewgeek.com/p/uploads/2019/10/ba7f3781.jpg,"The original Nest Hub (formerly Google Home Hub) is so fantastic, we called it the Product of the Year. Now, Google is back with the Nest Hub Max—a bigger and better take on the device.",26226,The Nest Hub Max: Best Smart Display for Your Kitchen or Living Room,8.5,10,Josh Hendrickson,2019-11-02T06:40:00-04:00,https://www.reviewgeek.com/26226/the-nest-hub-max-best-smart-display-for-your-kitchen-or-living-room/,"Google could have (and should have) added a slide cover for the camera, and a dedicated switch to disable the microphone. If this concerns you, my recommendation is to stick with the original Nest Hub—it doesn’t have a camera, so problem solved!"
AirPods Pro Review: Almost Perfect,https://www.reviewgeek.com/p/uploads/2019/11/c9b3da54.jpg,"I’ve reviewed a lot of truly wireless earbuds over the past year, and I’ve seen a lot of progress made in this particular niche. But the Apple AirPods Pro are on a whole different level—they completely obliterate anything else on the market.",27486,AirPods Pro ,9,10,Cameron Summerson,2019-11-14T06:40:45-05:00,https://www.reviewgeek.com/27486/airpods-pro-review-almost-perfect/,"Compared to regular AirPods, they don’t have as much bass, which is honestly kind of surprising given the fact that they create a better seal. But what they lack in bass they make up for in clarity. They’re a very well-balanced set of earbuds with good range and response across all the frequencies that my normal man-ears can hear. But, as I said earlier, they’re not an audiophile’s dream by any means."
The Sennheiser PC37X is a Fantastic Deal For a Headset Without Bells or Whistles,https://www.reviewgeek.com/p/uploads/2019/10/c0f8537f.jpg,"There are a ton of PC gaming headsets out there, and plenty that offer whiz-bang features like wireless or simulated surround sound. So why go for Sennheiser and Massdrop’s collaboration, the PC37X? Because it nails the basics in an open-back design.",26911,The Sennheiser PC37X is a Fantastic Deal For a Headset Without Bells or Whistles,9,10,Michael Crider,2019-11-08T09:00:18-05:00,https://www.reviewgeek.com/26911/the-sennheiser-pc37x-is-a-fantastic-deal-for-a-headset-without-bells-or-whistles/,"As I’ve said, the PC37X doesn’t beat out competitors from names like Logitech, Corsair, or Razer in terms of on-paper features, especially if you demand surround sound. But what it does is absolutely stomp them in terms of value and sound quality."
Google Nest Wifi Review: The Best Mesh Network System Just Got Better,https://www.reviewgeek.com/p/uploads/2019/11/99bec610.jpg,"Google Wifi has been my favorite mesh Wi-Fi system since it launched at the end of 2016. The next generation, which takes on the Nest name, is now available, and it’s a decided upgrade in [almost] every way.",26957,Google Nest Wifi ,9,10,Cameron Summerson,2019-11-04T08:00:09-05:00,https://www.reviewgeek.com/26957/google-nest-wifi-review-the-best-mesh-wifi-system-just-got-better/,"More interestingly (at least in my opinion) is the option for “gaming preferred” mode, which "
The Logitech K580: The Best (Only?) Chrome OS Desktop Keyboard,https://www.reviewgeek.com/p/uploads/2019/10/15cab452-2.jpg,"Chrome OS can’t get no respect. While it’s a perfectly serviceable and surprisingly capable operating system, it has to adapt to a world of keyboards made for Windows. Well, no more! Logitech’s K580 is its first made specifically for Chrome.",26912,The Logitech K580: The Best (Only?) Chrome OS Desktop Keyboard,6,10,Michael Crider,2019-11-05T08:00:36-05:00,https://www.reviewgeek.com/26912/the-logitech-k580-the-best-chrome-os-desktop-keyboard/,"If you want your keyboard to switch between Windows and Chrome OS, buy for Windows first."
DJI Mavic Mini Review: The Perfect Drone for Beginners and Hobbyists,https://www.reviewgeek.com/p/uploads/2019/11/7e2f73a9.jpg,"When it comes to consumer-grade drones, it’s hard to find something not made by DJI. The Chinese company has cornered the market with easy-to-fly quadcopters that are capable of capturing cinematic footage. Before today, you needed to spend close to $1,000 to get something halfway decent. That changes with the release of the Mavic Mini.",27611,DJI Mavic Mini ,9,10,Justin Duino,2019-11-11T06:40:14-05:00,https://www.reviewgeek.com/27611/dji-mavic-mini-review-the-perfect-drone-for-beginners-and-hobbyists/,"You’re not going to be shooting a video for the next big Hollywood hit with the Mavic Mini, but you will be able to capture shots that shadow almost any home movie. Plus, as the company continues to roll out software updates, the craft’s picture and video quality will only increase."
